,type,year,month,name,id,genre
0,movie,1990,10.0,Jahrgang 45,tt0059325,Drama
1,movie,1990,10.0,"Wenn du groß bist, lieber Adam",tt0059900,Drama
2,movie,1990,10.0,"Vojtech, receny sirotek",tt0065188,Drama
3,movie,1990,8.0,Domo Arigato,tt0068494,Drama
4,movie,1990,3.0,Spy Story,tt0075259,Drama
5,movie,1990,12.0,Vincent et moi,tt0081721,Drama
6,movie,1990,3.0,Asfour Stah,tt0090665,Drama
7,movie,1990,,La hora 24,tt0093210,Drama
8,movie,1990,11.0,Xian sha lu,tt0093989,Drama
9,movie,1990,,Object of Desire,tt0093662,Drama
10,movie,1990,5.0,Any Man's Death,tt0094666,Drama
11,movie,1990,10.0,The Sun and the Moon,tt0094073,Drama
12,movie,1990,3.0,Chi se da feng bao,tt0094857,Drama
13,movie,1990,4.0,Payback,tt0095840,Drama
14,movie,1990,10.0,Wu ye tian shi,tt0096469,Drama
15,movie,1990,10.0,Agneekaal,tt0096775,Drama
16,movie,1990,2.0,Bumazhnye glaza Prishvina,tt0096992,Drama
17,movie,1990,1.0,Blagorodnyy razboynik Vladimir Dubrovskiy,tt0096937,Drama
18,movie,1990,6.0,Sailors Don't Cry,tt0096025,Drama
19,movie,1990,5.0,Stela,tt0096174,Drama
20,movie,1990,8.0,Primo Baby,tt0095902,Drama
21,movie,1990,,Zbabelec,tt0096500,Drama
22,movie,1990,1.0,Atlantic Rhapsody - 52 myndir úr Tórshavn,tt0096845,Drama
23,movie,1990,8.0,Father,tt0097339,Drama
24,movie,1990,11.0,Los ángeles,tt0096817,Drama
25,movie,1990,11.0,Crossing the Line,tt0097129,Drama
26,movie,1990,11.0,Eternity,tt0097298,Drama
27,movie,1990,4.0,Abrahams Gold,tt0096752,Drama
28,movie,1990,12.0,In the Cold of the Night,tt0097573,Drama
29,movie,1990,,Adultery,tt0096763,Drama
30,movie,1990,9.0,Könnyü vér,tt0097697,Drama
31,movie,1990,10.0,"Mado, poste restante",tt0097802,Drama
32,movie,1990,1.0,La punyalada,tt0098144,Drama
33,movie,1990,9.0,Nezný barbar,tt0097968,Drama
34,movie,1990,3.0,Pont de Varsòvia,tt0098139,Drama
35,movie,1990,5.0,Nochevala tuchka zolotaya...,tt0098004,Drama
36,movie,1990,2.0,Marcowe migdaly,tt0097833,Drama
37,movie,1990,2.0,Conte de printemps,tt0097106,Drama
38,movie,1990,4.0,Catchfire,tt0096875,Drama
39,movie,1990,2.0,Tragediya v stile rok,tt0096296,Drama
40,movie,1990,2.0,Courage Mountain,tt0097115,Drama
41,movie,1990,8.0,L'assassina,tt0096838,Drama
42,movie,1990,4.0,Bal na dworcu w Koluszkach,tt0096879,Drama
43,movie,1990,8.0,Brodyachiy avtobus,tt0096984,Drama
44,movie,1990,5.0,A halálraítélt,tt0097475,Drama
45,movie,1990,,Ballbuster,tt0096883,Drama
46,movie,1990,11.0,Winckelmanns Reisen,tt0098657,Drama
47,movie,1990,5.0,Fung yue tung lo,tt0097348,Drama
48,movie,1990,11.0,"Any Time, Any Play",tt0096825,Drama
49,movie,1990,2.0,La leyenda de una máscara,tt0097738,Drama
50,movie,1991,10.0,Dip huet kei bing,tt0077432,Drama
51,movie,1991,12.0,Goodbye Paradise,tt0084015,Drama
52,movie,1991,,Abhimanyu,tt0092507,Drama
53,movie,1991,1.0,La casa del sorriso,tt0094841,Drama
54,movie,1991,4.0,Committed,tt0094900,Drama
55,movie,1991,4.0,El heroob,tt0095111,Drama
56,movie,1991,9.0,Qi wang,tt0095450,Drama
57,movie,1991,10.0,Jericó,tt0095394,Drama
58,movie,1991,9.0,Cold Justice,tt0097079,Drama
59,movie,1991,5.0,Malù e l'amante,tt0096797,Drama
60,movie,1991,7.0,L'home de neó,tt0097519,Drama
61,movie,1991,2.0,Intimidades de un cuarto de baño,tt0097585,Drama
62,movie,1991,4.0,Reise ohne Wiederkehr,tt0098181,Drama
63,movie,1991,2.0,Paprika,tt0098063,Drama
64,movie,1991,4.0,Caruga,tt0099241,Drama
65,movie,1991,1.0,Mat Iisusa,tt0097849,Drama
66,movie,1991,6.0,Le brasier,tt0099174,Drama
67,movie,1991,4.0,Spirit of the Eagle,tt0098372,Drama
68,movie,1991,2.0,Amelia Lópes O'Neill,tt0099027,Drama
69,movie,1991,4.0,Chaindance,tt0099236,Drama
70,movie,1991,4.0,Cheb,tt0099244,Drama
71,movie,1991,3.0,Payback,tt0100342,Drama
72,movie,1991,4.0,Games of Desire,tt0099632,Drama
73,movie,1991,4.0,How to Survive a Broken Heart,tt0099805,Drama
74,movie,1991,8.0,Erwin und Julia,tt0099515,Drama
75,movie,1991,6.0,Fist of Glory,tt0099579,Drama
76,movie,1991,1.0,Flight of the Intruder,tt0099587,Drama
77,movie,1991,5.0,Openbaringen van een slapeloze,tt0100298,Drama
78,movie,1991,3.0,Murder Blues,tt0097928,Drama
79,movie,1991,9.0,Panny i wdowy,tt0100327,Drama
80,movie,1991,1.0,Poslední motýl,tt0100393,Drama
81,movie,1991,1.0,Rama Dama,tt0100457,Drama
82,movie,1991,9.0,Catorce estaciones,tt0099233,Drama
83,movie,1991,8.0,Sdelano v SSSR,tt0100562,Drama
84,movie,1991,,Prica iz Hrvatske,tt0100698,Drama
85,movie,1991,5.0,Rich Girl,tt0100488,Drama
86,movie,1991,3.0,Rue du Bac,tt0100524,Drama
87,movie,1991,6.0,Sukiny deti,tt0100714,Drama
88,movie,1991,4.0,Sutoroberi rodo,tt0100704,Drama
89,movie,1991,6.0,L'entraînement du champion avant la course,tt0099507,Drama
90,movie,1991,4.0,Aux yeux du monde,tt0099072,Drama
91,movie,1991,2.0,Erfolg,tt0099511,Drama
92,movie,1991,4.0,Der Fall Ö.,tt0099537,Drama
93,movie,1991,10.0,Ciudad de ciegos,tt0099274,Drama
94,movie,1991,12.0,Bronsteins Kinder,tt0099181,Drama
95,movie,1991,1.0,Solo o en compañía de otros,tt0100655,Drama
96,movie,1991,10.0,Holidays on the River Yarra,tt0099780,Drama
97,movie,1991,3.0,Itt a szabadság!,tt0099866,Drama
98,movie,1991,11.0,Stein,tt0100690,Drama
99,movie,1991,7.0,Iskushenie B.,tt0099860,Drama
100,movie,1992,6.0,La nuit de l'océan,tt0095761,Drama
101,movie,1992,10.0,Tao xue wai zhuan,tt0096222,Drama
102,movie,1992,8.0,Judgement,tt0097631,Drama
103,movie,1992,5.0,Ng yuet yam seon,tt0099104,Drama
104,movie,1992,2.0,Disha,tt0099437,Drama
105,movie,1992,2.0,Coupable d'innocence ou Quand la raison dort,tt0099639,Drama
106,movie,1992,6.0,Fau sai luen kuk,tt0099620,Drama
107,movie,1992,4.0,Hurricane Smith,tt0099814,Drama
108,movie,1992,3.0,Back to the USSR - takaisin Ryssiin,tt0099089,Drama
109,movie,1992,11.0,Perumthachan,tt0100354,Drama
110,movie,1992,7.0,Hei tai yang 731 xu ji zhi sha ren gong chang,tt0099757,Drama
111,movie,1992,11.0,Exiled in America,tt0099527,Drama
112,movie,1992,,Da Jue Zhan III: Ping Jin Zhan Yi,tt0099340,Drama
113,movie,1992,8.0,El bulto,tt0101519,Drama
114,movie,1992,4.0,Kiks,tt0102206,Drama
115,movie,1992,5.0,El juego de los mensajes invisibles,tt0102169,Drama
116,movie,1992,6.0,I vozvrashchaetsya veter...,tt0102091,Drama
117,movie,1992,5.0,Humlaa,tt0102073,Drama
118,movie,1992,2.0,The Last Riders,tt0102275,Drama
119,movie,1992,3.0,Backsliding,tt0101395,Drama
120,movie,1992,12.0,Mo jong yuen So Hak Yee,tt0100963,Drama
121,movie,1992,,Bordertown Cafe,tt0101499,Drama
122,movie,1992,4.0,The Giving,tt0101955,Drama
123,movie,1992,4.0,Diplomatic Immunity,tt0101736,Drama
124,movie,1992,3.0,The Finest Hour,tt0101879,Drama
125,movie,1992,5.0,One False Move,tt0102592,Drama
126,movie,1992,9.0,Sunset Heat,tt0103006,Drama
127,movie,1992,2.0,The Man Without a World,tt0102385,Drama
128,movie,1992,,Tsiniki,tt0103136,Drama
129,movie,1992,2.0,Könyörtelen idök,tt0102249,Drama
130,movie,1992,2.0,Roots of Evil,tt0102806,Drama
131,movie,1992,,Abang '92,tt0103607,Drama
132,movie,1992,2.0,Requiem pro panenku,tt0102774,Drama
133,movie,1992,3.0,Turtle Beach,tt0103141,Drama
134,movie,1992,,Tma,tt0103027,Drama
135,movie,1992,3.0,Light Sleeper,tt0102307,Drama
136,movie,1992,1.0,"Olivier, Olivier",tt0102583,Drama
137,movie,1992,,Beta,tt0101437,Drama
138,movie,1992,6.0,Blanval,tt0101471,Drama
139,movie,1992,2.0,Koniec gry,tt0102232,Drama
140,movie,1992,7.0,Khel,tt0102200,Drama
141,movie,1992,6.0,Monster in a Box,tt0102467,Drama
142,movie,1992,1.0,Divertimento,tt0101429,Drama
143,movie,1992,5.0,Shi bu wang qing,tt0102906,Drama
144,movie,1992,3.0,Article 99,tt0101371,Drama
145,movie,1992,9.0,Fratelli e sorelle,tt0101913,Drama
146,movie,1992,2.0,Leise Schatten,tt0102284,Drama
147,movie,1992,4.0,El largo invierno,tt0102265,Drama
148,movie,1992,12.0,Nocturno a Rosario,tt0102549,Drama
149,movie,1992,4.0,L'amant,tt0101316,Drama
150,movie,1993,3.0,Dama de noche,tt0015724,Drama
151,movie,1993,10.0,Me and the Kid,tt0081145,Drama
152,movie,1993,,Pu ti you hun,tt0084551,Drama
153,movie,1993,2.0,Ninja Vengeance,tt0095745,Drama
154,movie,1993,4.0,Shen tong,tt0097984,Drama
155,movie,1993,8.0,El general y la fiebre,tt0099640,Drama
156,movie,1993,4.0,Kamen raidâ Zetto Ô,tt0099917,Drama
157,movie,1993,7.0,Legacy,tt0099996,Drama
158,movie,1993,,1/3 qing ren,tt0103592,Drama
159,movie,1993,1.0,Kiss and Be Killed,tt0102222,Drama
160,movie,1993,11.0,Dai lau Gwong Cheong Lung,tt0101644,Drama
161,movie,1993,7.0,Hammers Over the Anvil,tt0101996,Drama
162,movie,1993,9.0,Cheng shi nu lie ren,tt0103951,Drama
163,movie,1993,9.0,Laser Moon,tt0104683,Drama
164,movie,1993,10.0,Russian Holiday,tt0102821,Drama
165,movie,1993,5.0,Maang lui 72 siu si,tt0104807,Drama
166,movie,1993,7.0,Tropical Heat,tt0103124,Drama
167,movie,1993,5.0,Meine Tochter gehört mir,tt0104846,Drama
168,movie,1993,7.0,Mal de amores,tt0104795,Drama
169,movie,1993,3.0,In a Moment of Passion,tt0103022,Drama
170,movie,1993,5.0,Muqabla,tt0104941,Drama
171,movie,1993,6.0,El marido perfecto,tt0104816,Drama
172,movie,1993,12.0,Fray Bartolomé de las Casas,tt0103771,Drama
173,movie,1993,6.0,Deadly Rivals,tt0104069,Drama
174,movie,1993,,Chakmeh,tt0103937,Drama
175,movie,1993,9.0,Beyond the Law,tt0103805,Drama
176,movie,1993,5.0,Bat sin fan dim: Yan yuk cha siu bau,tt0103743,Drama
177,movie,1993,1.0,Meng qing ren,tt0104852,Drama
178,movie,1993,3.0,Kshatriya,tt0104645,Drama
179,movie,1993,2.0,O Fim do Mundo,tt0104262,Drama
180,movie,1993,12.0,Enak,tt0104186,Drama
181,movie,1993,5.0,Havanera 1820,tt0104398,Drama
182,movie,1993,7.0,Una tenera storia,tt0104767,Drama
183,movie,1993,12.0,Cronos,tt0104029,Drama
184,movie,1993,9.0,South Beach,tt0104997,Drama
185,movie,1993,7.0,Das Haus im Ginster,tt0104397,Drama
186,movie,1993,11.0,La febre d'Or,tt0104258,Drama
187,movie,1993,12.0,Bound and Gagged: A Love Story,tt0103867,Drama
188,movie,1993,8.0,El camino de los sueños,tt0103916,Drama
189,movie,1993,8.0,Fei hu wai zhuan,tt0104246,Drama
190,movie,1993,12.0,Automne... Octobre à Alger,tt0103739,Drama
191,movie,1993,1.0,Lettera da Parigi,tt0104715,Drama
192,movie,1993,8.0,L'ordre du jour,tt0105064,Drama
193,movie,1993,2.0,"Haruka, nosutarujii",tt0104394,Drama
194,movie,1993,10.0,Golpes a mi puerta,tt0104357,Drama
195,movie,1993,4.0,Huidos,tt0104462,Drama
196,movie,1993,2.0,Vals licht,tt0104227,Drama
197,movie,1993,5.0,Kolejnosc uczuc,tt0104633,Drama
198,movie,1993,1.0,L'instinct de l'ange,tt0104514,Drama
199,movie,1993,4.0,Lolo,tt0104751,Drama
200,movie,1994,9.0,Kadhalan,tt0097416,Drama
201,movie,1994,7.0,Angel 4: Undercover,tt0103690,Drama
202,movie,1994,9.0,Ginevra,tt0104341,Drama
203,movie,1994,5.0,Sul filo del rasoio,tt0105054,Drama
204,movie,1994,3.0,Roraima,tt0105279,Drama
205,movie,1994,10.0,Hei tai yang 731 si wang lie che,tt0105401,Drama
206,movie,1994,2.0,18000 giorni fa,tt0106191,Drama
207,movie,1994,10.0,Zlatne godine,tt0105899,Drama
208,movie,1994,4.0,L'affaire,tt0106224,Drama
209,movie,1994,2.0,Ahlam saghira,tt0106230,Drama
210,movie,1994,4.0,Double Exposure,tt0106762,Drama
211,movie,1994,1.0,El baile de las ánimas,tt0106346,Drama
212,movie,1994,9.0,Fatal Past,tt0106874,Drama
213,movie,1994,4.0,Deadly Advice,tt0106685,Drama
214,movie,1994,3.0,Délit mineur,tt0106787,Drama
215,movie,1994,4.0,Convivencia,tt0106610,Drama
216,movie,1994,7.0,Dnevnik uvreda 1993,tt0106736,Drama
217,movie,1994,5.0,Molly & Gina,tt0107590,Drama
218,movie,1994,2.0,Rúzs,tt0108015,Drama
219,movie,1994,6.0,La delegazione,tt0107834,Drama
220,movie,1994,8.0,"To Die, to Sleep",tt0105605,Drama
221,movie,1994,1.0,Xuan lian,tt0108615,Drama
222,movie,1994,11.0,Xinghua san yue tian,tt0108227,Drama
223,movie,1994,8.0,Metaihmio,tt0107562,Drama
224,movie,1994,11.0,Dead Connection,tt0107417,Drama
225,movie,1994,8.0,Hua hun,tt0107158,Drama
226,movie,1994,5.0,Being Human,tt0106379,Drama
227,movie,1994,4.0,Cautivos de la sombra,tt0106530,Drama
228,movie,1994,2.0,Az álommenedzser,tt0105914,Drama
229,movie,1994,2.0,Cómo ser infeliz y disfrutarlo,tt0106641,Drama
230,movie,1994,3.0,Dead On,tt0106681,Drama
231,movie,1994,7.0,God sobaki,tt0107023,Drama
232,movie,1994,2.0,Fényérzékeny történet,tt0106901,Drama
233,movie,1994,1.0,Vidheyan,tt0108490,Drama
234,movie,1994,2.0,Gensen-Kan Shujin,tt0107000,Drama
235,movie,1994,,Cijena zivota,tt0106574,Drama
236,movie,1994,5.0,Backbeat,tt0106339,Drama
237,movie,1994,1.0,Aux petits bonheurs,tt0106327,Drama
238,movie,1994,7.0,Shilpi,tt0108118,Drama
239,movie,1994,5.0,Utrius,tt0108469,Drama
240,movie,1994,4.0,Super 8½,tt0108254,Drama
241,movie,1994,2.0,Weltmeister,tt0108545,Drama
242,movie,1994,11.0,Podmoskovnye vechera,tt0107309,Drama
243,movie,1994,3.0,Bad Blood,tt0108495,Drama
244,movie,1994,9.0,Jeanne la Pucelle II - Les prisons,tt0107260,Drama
245,movie,1994,10.0,Mod Fuck Explosion,tt0107587,Drama
246,movie,1994,,Honey Sweet Love,tt0107573,Drama
247,movie,1994,10.0,Tikhie stranitsy,tt0108338,Drama
248,movie,1994,11.0,Mairi Mhor,tt0107489,Drama
249,movie,1994,3.0,Intimité,tt0107223,Drama
250,movie,1995,9.0,Nobat e Asheghi,tt0100267,Drama
251,movie,1995,3.0,¡Que vivan los crotos!,tt0102739,Drama
252,movie,1995,11.0,Paraíso Perdido,tt0105096,Drama
253,movie,1995,3.0,Running Wild,tt0105298,Drama
254,movie,1995,3.0,Las cosas del querer 2ª parte,tt0106616,Drama
255,movie,1995,2.0,Halbe Welt,tt0107070,Drama
256,movie,1995,12.0,Luo he zhen de xiong di,tt0107463,Drama
257,movie,1995,8.0,1000 Boomerangs,tt0109004,Drama
258,movie,1995,5.0,Above Suspicion,tt0109034,Drama
259,movie,1995,10.0,Ubiytsa,tt0108427,Drama
260,movie,1995,11.0,Bang,tt0109266,Drama
261,movie,1995,8.0,Á köldum klaka,tt0109028,Drama
262,movie,1995,8.0,Casas de fuego,tt0109385,Drama
263,movie,1995,5.0,Dangerous Indiscretion,tt0109532,Drama
264,movie,1995,2.0,Aldas,tt0109074,Drama
265,movie,1995,4.0,Branwen,tt0109329,Drama
266,movie,1995,4.0,Cuernos de mujer,tt0109511,Drama
267,movie,1995,5.0,Desiertos mares,tt0109605,Drama
268,movie,1995,4.0,Dharkan,tt0109615,Drama
269,movie,1995,4.0,Circuit Carole,tt0109436,Drama
270,movie,1995,3.0,Eden Valley,tt0109708,Drama
271,movie,1995,1.0,Dolores Claiborne,tt0109642,Drama
272,movie,1995,4.0,Aazmayish,tt0109031,Drama
273,movie,1995,4.0,Esti Kornél csodálatos utazása,tt0109746,Drama
274,movie,1995,10.0,Dozhdi v okeane,tt0109659,Drama
275,movie,1995,4.0,Entre rojas,tt0109735,Drama
276,movie,1995,10.0,Delta of Venus,tt0109593,Drama
277,movie,1995,2.0,Fatal Pursuit,tt0109775,Drama
278,movie,1995,2.0,Hell Bent,tt0110010,Drama
279,movie,1995,3.0,Harukana jidai no kaidan o,tt0109991,Drama
280,movie,1995,4.0,Historias del Kronen,tt0110036,Drama
281,movie,1995,8.0,Guantanamera,tt0109949,Drama
282,movie,1995,10.0,Finding Interest,tt0109802,Drama
283,movie,1995,7.0,Das Geheimnis,tt0109880,Drama
284,movie,1995,9.0,Ji mo fang xin ju le bu,tt0109896,Drama
285,movie,1995,5.0,Gladiator Cop,tt0109905,Drama
286,movie,1995,4.0,Le grand blanc de Lambaréné,tt0109927,Drama
287,movie,1995,4.0,Hostile Intentions,tt0110061,Drama
288,movie,1995,4.0,Ich begehre dich,tt0110100,Drama
289,movie,1995,11.0,Hong fen,tt0110051,Drama
290,movie,1995,1.0,Ispoved neznakomtsu,tt0110165,Drama
291,movie,1995,2.0,Heavyweights,tt0110006,Drama
292,movie,1995,10.0,Kaki Bakar,tt0110229,Drama
293,movie,1995,2.0,Koridorius,tt0110278,Drama
294,movie,1995,4.0,"Kanya Ya Ma Kan, Beyrouth",tt0110240,Drama
295,movie,1995,2.0,Mujeres infieles,tt0110589,Drama
296,movie,1995,10.0,Der Kampf um den heiligen Baum,tt0110234,Drama
297,movie,1995,10.0,Keita! L'héritage du griot,tt0110252,Drama
298,movie,1995,5.0,Limita,tt0110355,Drama
299,movie,1995,3.0,Play Time,tt0110846,Drama
300,movie,1996,10.0,In the Shadow of the Sandcastle,tt0099840,Drama
301,movie,1996,8.0,Almost Blue,tt0103655,Drama
302,movie,1996,8.0,Augustitango,tt0106322,Drama
303,movie,1996,5.0,Cries of Silence,tt0106621,Drama
304,movie,1996,11.0,Burakku jakku,tt0106421,Drama
305,movie,1996,8.0,God's Lonely Man,tt0107025,Drama
306,movie,1996,4.0,Belyy prazdnik,tt0109239,Drama
307,movie,1996,6.0,Souvenir,tt0108182,Drama
308,movie,1996,1.0,Asphaltflimmern,tt0109159,Drama
309,movie,1996,11.0,Desnudo con naranjas,tt0109606,Drama
310,movie,1996,11.0,Bésame mucho,tt0109355,Drama
311,movie,1996,1.0,Henry & Verlin,tt0110013,Drama
312,movie,1996,1.0,The Cold Light of Day,tt0110125,Drama
313,movie,1996,10.0,Lazarus,tt0110316,Drama
314,movie,1996,1.0,Safar,tt0111053,Drama
315,movie,1996,8.0,Sucesos distantes,tt0111305,Drama
316,movie,1996,11.0,La serva amorosa,tt0111129,Drama
317,movie,1996,10.0,Los vuelcos del corazón,tt0111645,Drama
318,movie,1996,3.0,It's My Party,tt0113443,Drama
319,movie,1996,1.0,"Carlos Monzón, el segundo juicio",tt0112632,Drama
320,movie,1996,11.0,Andjele moj dragi,tt0112358,Drama
321,movie,1996,1.0,Hollow Reed,tt0113314,Drama
322,movie,1996,12.0,Share the Moon,tt0111155,Drama
323,movie,1996,3.0,Eno nakano bokuno mura,tt0112923,Drama
324,movie,1996,3.0,Cachito,tt0112610,Drama
325,movie,1996,1.0,O Judeu,tt0112381,Drama
326,movie,1996,10.0,Blue Skies Are a Lie,tt0112540,Drama
327,movie,1996,8.0,Aaron Gillespie Will Make You a Star,tt0112270,Drama
328,movie,1996,3.0,Black Rose of Harlem,tt0112518,Drama
329,movie,1996,4.0,Zai mo sheng de cheng shi,tt0113401,Drama
330,movie,1996,8.0,Kahini,tt0113514,Drama
331,movie,1996,7.0,Yue man ying lun,tt0113096,Drama
332,movie,1996,6.0,Horror w Wesolych Bagniskach,tt0113329,Drama
333,movie,1996,3.0,The Little Death,tt0113667,Drama
334,movie,1996,6.0,Autsch!!!,tt0111886,Drama
335,movie,1996,7.0,Baby Face Nelson,tt0112433,Drama
336,movie,1996,2.0,Le journal du séducteur,tt0113489,Drama
337,movie,1996,4.0,Beim nächsten Kuß knall ich ihn nieder,tt0112474,Drama
338,movie,1996,10.0,Letters from the East,tt0113643,Drama
339,movie,1996,10.0,Labirintos,tt0113591,Drama
340,movie,1996,1.0,Lola Mora,tt0113685,Drama
341,movie,1996,4.0,Libertarias,tt0113649,Drama
342,movie,1996,1.0,Akropol,tt0112285,Drama
343,movie,1996,5.0,Kalte Nächte,tt0113520,Drama
344,movie,1996,2.0,Lisa und die Säbelzahntiger,tt0113663,Drama
345,movie,1996,4.0,The Love Lesson,tt0113702,Drama
346,movie,1996,5.0,Marked Man,tt0113776,Drama
347,movie,1996,4.0,Csajok,tt0112751,Drama
348,movie,1996,2.0,Il cielo è sempre più blu,tt0112674,Drama
349,movie,1996,7.0,Lucky Punch,tt0113716,Drama
350,movie,1997,11.0,Lifebreath,tt0102267,Drama
351,movie,1997,9.0,Strawberry Fields,tt0108233,Drama
352,movie,1997,10.0,Annie's Garden,tt0109136,Drama
353,movie,1997,8.0,Lethal Seduction,tt0110331,Drama
354,movie,1997,2.0,This Is the Sea,tt0111416,Drama
355,movie,1997,1.0,Alien Visitor,tt0112974,Drama
356,movie,1997,11.0,Visidela,tt0111632,Drama
357,movie,1997,7.0,Les deux orphelines vampires,tt0112856,Drama
358,movie,1997,2.0,Opposite Corners,tt0114050,Drama
359,movie,1997,3.0,Natsu jikan no otonatachi,tt0113937,Drama
360,movie,1997,6.0,The Next Step,tt0113968,Drama
361,movie,1997,7.0,Quiet Days in Hollywood,tt0114216,Drama
362,movie,1997,6.0,Violet's Visit,tt0114854,Drama
363,movie,1997,,La voz del corazón,tt0114878,Drama
364,movie,1997,11.0,The Voyeur,tt0114877,Drama
365,movie,1997,8.0,C'est la tangente que je préfère,tt0115797,Drama
366,movie,1997,1.0,Actrius,tt0115462,Drama
367,movie,1997,3.0,Changing Habits,tt0115865,Drama
368,movie,1997,1.0,Illicit Dreams 2,tt0116611,Drama
369,movie,1997,10.0,All's Fair in Love & War,tt0115512,Drama
370,movie,1997,2.0,La grande quercia,tt0116444,Drama
371,movie,1997,7.0,Loose Women,tt0116914,Drama
372,movie,1997,4.0,En brazos de la mujer madura,tt0116193,Drama
373,movie,1997,11.0,Last Chance Love,tt0116826,Drama
374,movie,1997,4.0,Chapter Perfect,tt0115866,Drama
375,movie,1997,10.0,Eye of God,tt0116261,Drama
376,movie,1997,7.0,Magenta,tt0116956,Drama
377,movie,1997,1.0,Bumerang,tt0115784,Drama
378,movie,1997,6.0,Dream Land,tt0116140,Drama
379,movie,1997,2.0,Marianna Ucrìa,tt0116990,Drama
380,movie,1997,5.0,Commandments,tt0115927,Drama
381,movie,1997,5.0,Dzien wielkiej ryby,tt0116156,Drama
382,movie,1997,1.0,Für immer und immer,tt0116383,Drama
383,movie,1997,4.0,Keys to Tulsa,tt0116762,Drama
384,movie,1997,11.0,Man of Her Dreams,tt0116976,Drama
385,movie,1997,2.0,Tsikatriz,tt0115898,Drama
386,movie,1997,5.0,Asylum,tt0115584,Drama
387,movie,1997,5.0,En la puta calle,tt0116195,Drama
388,movie,1997,11.0,"'Imûhar', une légende",tt0116618,Drama
389,movie,1997,6.0,Cannes Man,tt0115818,Drama
390,movie,1997,12.0,A Further Gesture,tt0116379,Drama
391,movie,1997,9.0,Home Before Dark,tt0116547,Drama
392,movie,1997,5.0,Hysteria,tt0116590,Drama
393,movie,1997,12.0,Wo ai chu fang,tt0116785,Drama
394,movie,1997,4.0,Lunastus,tt0116941,Drama
395,movie,1997,8.0,Et hjørne af paradis,tt0115945,Drama
396,movie,1997,3.0,Gold in the Streets,tt0116431,Drama
397,movie,1997,4.0,Managua,tt0116979,Drama
398,movie,1997,4.0,"Mama, I Have Something to Tell You",tt0116970,Drama
399,movie,1997,8.0,Altri uomini,tt0118598,Drama
400,movie,1998,9.0,Shackles,tt0108098,Drama
401,movie,1998,5.0,Luces de la noche,tt0110404,Drama
402,movie,1998,10.0,La dame du jeu,tt0112784,Drama
403,movie,1998,1.0,Tian yu,tt0115005,Drama
404,movie,1998,4.0,The Brylcreem Boys,tt0115770,Drama
405,movie,1998,3.0,Enemy,tt0116202,Drama
406,movie,1998,7.0,Jaded,tt0116675,Drama
407,movie,1998,5.0,Die kaukasische Nacht,tt0116753,Drama
408,movie,1998,1.0,Lurid Tales: The Castle Queen,tt0116943,Drama
409,movie,1998,6.0,Drinking Games,tt0116146,Drama
410,movie,1998,4.0,Kabhi Na Kabhi,tt0116737,Drama
411,movie,1998,7.0,Monk Dawson,tt0117077,Drama
412,movie,1998,6.0,The Big Swap,tt0118717,Drama
413,movie,1998,5.0,Bulworth,tt0118798,Drama
414,movie,1998,4.0,Desperate Measures,tt0118966,Drama
415,movie,1998,2.0,A Brooklyn State of Mind,tt0118782,Drama
416,movie,1998,6.0,Préférence,tt0118810,Drama
417,movie,1998,5.0,"Dancer, Texas Pop. 81",tt0118925,Drama
418,movie,1998,10.0,Dead Letter Office,tt0118939,Drama
419,movie,1998,5.0,Ceux qui m'aiment prendront le train,tt0118834,Drama
420,movie,1998,5.0,Crossmaheart,tt0118910,Drama
421,movie,1998,10.0,Code of Ethics,tt0118869,Drama
422,movie,1998,9.0,Six-String Samurai,tt0118736,Drama
423,movie,1998,4.0,Every Dog Has Its Day,tt0119082,Drama
424,movie,1998,3.0,Hush,tt0118744,Drama
425,movie,1998,1.0,Derengö,tt0118962,Drama
426,movie,1998,9.0,Freedom Strike,tt0119153,Drama
427,movie,1998,6.0,Buffalo '66,tt0118789,Drama
428,movie,1998,8.0,Black Thunder,tt0118732,Drama
429,movie,1998,5.0,Aunty No. 1,tt0118654,Drama
430,movie,1998,6.0,Cousin Bette,tt0118894,Drama
431,movie,1998,9.0,Assignment Berlin,tt0118646,Drama
432,movie,1998,7.0,Basil,tt0118686,Drama
433,movie,1998,2.0,Vigo,tt0118801,Drama
434,movie,1998,5.0,Apt Pupil,tt0118636,Drama
435,movie,1998,6.0,Girls' Night,tt0119201,Drama
436,movie,1998,5.0,Southie,tt0118766,Drama
437,movie,1998,8.0,Fintar o Destino,tt0119122,Drama
438,movie,1998,10.0,Glasblåsarns barn,tt0119204,Drama
439,movie,1998,8.0,Falling Sky,tt0118903,Drama
440,movie,1998,5.0,Fallen,tt0119099,Drama
441,movie,1998,10.0,Dangerous Beauty,tt0118892,Drama
442,movie,1998,9.0,Snow,tt0117675,Drama
443,movie,1998,2.0,Heaven or Vegas,tt0119271,Drama
444,movie,1998,1.0,Underbara kvinnor vid vatten,tt0119351,Drama
445,movie,1998,4.0,Homegrown,tt0119305,Drama
446,movie,1998,10.0,Beyond Paradise,tt0119441,Drama
447,movie,1998,9.0,Hope Floats,tt0119313,Drama
448,movie,1998,5.0,Johnny Skidmarks,tt0119416,Drama
449,movie,1998,11.0,The Horse Whisperer,tt0119314,Drama
450,movie,1999,9.0,Sangharsh,tt0111068,Drama
451,movie,1999,2.0,Malevolence,tt0113747,Drama
